ride_id,rideable_type,started_at,ended_at,trip_duration,day_of_week,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
FDE7C8159DC2924E,electric_bike,11/7/2024 0:01,11/7/2024 0:20,0:19:17,4,,,,,42.04,-87.67,42.03,-87.69,casual
5E42E8A7A4319C79,electric_bike,10/7/2024 20:22,10/7/2024 20:35,0:12:16,3,,,,,41.95,-87.65,41.91,-87.62,casual
9885FC4E96CA6529,electric_bike,11/7/2024 18:49,11/7/2024 19:04,0:14:14,4,,,,,41.93,-87.65,41.92,-87.63,casual
5A0B4F62A7B876C7,electric_bike,11/7/2024 1:03,11/7/2024 1:08,0:05:18,4,,,,,41.95,-87.65,41.95,-87.67,casual
D01346898CA9C6E0,electric_bike,10/7/2024 20:10,10/7/2024 20:43,0:33:05,3,,,,,41.9,-87.68,41.91,-87.67,casual
4861BDCE7FB659D6,electric_bike,11/7/2024 16:36,11/7/2024 16:56,0:20:48,4,,,,,41.84,-87.72,41.87,-87.7,casual
0BBBB2FB7D5550A3,electric_bike,11/7/2024 11:42,11/7/2024 12:00,0:18:31,4,,,,,41.87,-87.7,41.84,-87.72,casual
F179C9322206527E,electric_bike,10/7/2024 21:37,10/7/2024 22:49,1:12:16,3,,,,,41.93,-87.64,41.93,-87.64,casual
838149D5DC2379E7,electric_bike,11/7/2024 15:46,11/7/2024 16:24,0:37:55,4,,,,,41.91,-87.73,41.92,-87.63,casual
3EAB34A5330F4591,electric_bike,11/7/2024 9:45,11/7/2024 9:50,0:04:19,4,,,,,41.92,-87.71,41.92,-87.7,casual
00987A57CFA8C2A5,electric_bike,11/7/2024 18:57,11/7/2024 19:02,0:04:59,4,,,,,41.93,-87.7,41.92,-87.71,casual
D1429B3635BBE36B,electric_bike,10/7/2024 19:40,10/7/2024 19:54,0:14:08,3,,,,,41.92,-87.65,41.94,-87.64,casual
52C90FCBA2789161,electric_bike,11/7/2024 17:58,11/7/2024 18:21,0:23:06,4,,,,,41.92,-87.65,41.92,-87.63,casual
091F512EF615FC98,electric_bike,11/7/2024 11:36,11/7/2024 11:44,0:07:16,4,,,,,41.89,-87.62,41.88,-87.63,casual
5641D5A5FAA910D6,electric_bike,10/7/2024 21:00,10/7/2024 21:12,0:12:03,3,,,,,41.93,-87.66,41.94,-87.68,casual
2A04859511B24CE1,electric_bike,11/7/2024 18:43,11/7/2024 18:57,0:14:33,4,,,,,41.99,-87.66,41.95,-87.65,casual
7E36A43DE4350AD2,electric_bike,10/7/2024 20:27,10/7/2024 20:36,0:09:33,3,,,,,41.93,-87.7,41.9,-87.7,casual
9FF9407F600961C4,electric_bike,10/7/2024 23:05,10/7/2024 23:11,0:05:56,3,,,,,41.91,-87.69,41.92,-87.7,casual
AFF12D38C1E78C27,electric_bike,11/7/2024 0:01,11/7/2024 0:04,0:02:38,4,,,,,41.92,-87.7,41.92,-87.71,casual
289A3BDEF4DFBCC1,electric_bike,10/7/2024 22:22,10/7/2024 22:29,0:06:19,3,,,,,41.9,-87.7,41.91,-87.69,casual
4CD2DD63CD0B7F5C,electric_bike,10/7/2024 20:01,10/7/2024 20:06,0:05:31,3,,,,,41.92,-87.71,41.93,-87.7,casual
B608CB1199A85C6C,electric_bike,11/7/2024 18:30,11/7/2024 18:33,0:03:41,4,,,,,41.96,-87.65,41.96,-87.64,casual
73EAC09BD38F07A1,electric_bike,11/7/2024 0:50,11/7/2024 0:54,0:04:13,4,,,,,41.95,-87.67,41.95,-87.68,casual
6FB2B54132664B31,electric_bike,10/7/2024 19:43,10/7/2024 20:01,0:17:23,3,,,,,41.91,-87.63,41.93,-87.67,casual
71E4E648DC216EBC,electric_bike,11/7/2024 14:49,11/7/2024 15:04,0:15:29,4,,,,,41.81,-87.69,41.85,-87.69,casual
D8E3551E0B37D6C4,electric_bike,11/7/2024 18:02,11/7/2024 18:06,0:04:00,4,,,,,42.01,-87.68,42,-87.67,casual
0B1944E05FABAA5C,electric_bike,10/7/2024 21:09,10/7/2024 21:12,0:03:24,3,,,,,42.06,-87.68,42.06,-87.68,casual
F5DCA3D18C867FCD,electric_bike,10/7/2024 22:46,10/7/2024 23:01,0:14:52,3,,,,,41.95,-87.7,41.92,-87.66,casual
31A7DBC00EA45103,electric_bike,11/7/2024 18:57,11/7/2024 19:04,0:07:36,4,California Ave & Milwaukee Ave,13084,,,41.92268634,-87.69714415,41.93,-87.69,casual
72C6CCF2F0A636C4,electric_bike,11/7/2024 8:03,11/7/2024 8:05,0:02:49,4,,,,,41.92,-87.7,41.92,-87.69,casual
E54E175AF6DE31E3,electric_bike,10/7/2024 21:43,10/7/2024 21:56,0:13:05,3,,,,,41.97,-87.66,41.93,-87.64,casual
F35DEED2AAC2BC4B,electric_bike,10/7/2024 19:46,10/7/2024 20:04,0:17:58,3,,,,,41.92,-87.64,41.97,-87.66,casual
48D076238598BB86,electric_bike,10/7/2024 22:30,10/7/2024 22:41,0:10:07,3,,,,,41.92,-87.65,41.91,-87.63,casual
EFEE1ABC9C2F43CD,electric_bike,10/7/2024 19:35,10/7/2024 19:44,0:08:44,3,,,,,41.91,-87.63,41.92,-87.64,casual
B01924D5AB0028C6,electric_bike,31/7/2024 18:56,31/7/2024 19:24,0:27:48,3,,,,,41.87,-87.62,41.91,-87.63,casual
B680CDDF4F2B5B19,electric_bike,31/7/2024 11:26,31/7/2024 12:03,0:37:07,3,,,,,41.98,-87.67,41.96,-87.65,casual
D120E4C68350940B,electric_bike,31/7/2024 17:51,31/7/2024 18:38,0:46:43,3,,,,,41.91,-87.67,41.87,-87.62,casual
5089D9D4FF13D1C5,electric_bike,31/7/2024 13:14,31/7/2024 13:21,0:07:12,3,,,,,41.92,-87.69,41.93,-87.68,casual
8E657D5D8BB117B0,electric_bike,30/7/2024 19:29,30/7/2024 19:40,0:11:32,2,,,,,41.92,-87.63,41.95,-87.65,casual
46C596F21ED8FFFE,electric_bike,31/7/2024 14:50,31/7/2024 14:54,0:04:40,3,,,,,41.89,-87.62,41.89,-87.62,casual
56CBA67949F8E870,electric_bike,31/7/2024 14:20,31/7/2024 14:27,0:07:01,3,,,,,41.88,-87.62,41.89,-87.62,casual
5993860EE559ECE9,electric_bike,30/7/2024 19:12,30/7/2024 19:20,0:07:53,2,,,,,41.93,-87.64,41.94,-87.64,casual
6B7A2E915259F1B7,electric_bike,31/7/2024 18:36,31/7/2024 18:57,0:21:01,3,,,,,41.99,-87.79,41.99,-87.79,casual
F77C2F52927D0ACF,electric_bike,31/7/2024 8:15,31/7/2024 8:20,0:04:46,3,,,,,41.92,-87.69,41.93,-87.69,casual
D1B9099F9C73547C,electric_bike,31/7/2024 6:49,31/7/2024 7:07,0:17:39,3,,,,,41.96,-87.65,41.93,-87.69,casual
A1844BE17779C2D5,electric_bike,31/7/2024 17:41,31/7/2024 17:53,0:12:23,3,,,,,41.88,-87.63,41.9,-87.63,casual
A3DC91E12C19ADB3,electric_bike,31/7/2024 18:33,31/7/2024 18:49,0:15:33,3,,,,,41.94,-87.66,41.95,-87.7,casual
D89268752C42B6D3,electric_bike,31/7/2024 14:42,31/7/2024 14:46,0:03:56,3,,,,,41.93,-87.68,41.93,-87.69,casual
36076888187BB26D,electric_bike,30/7/2024 20:35,30/7/2024 21:14,0:39:20,2,,,,,41.91,-87.68,41.91,-87.7,casual
DF97225A08A9D3A6,electric_bike,30/7/2024 19:47,30/7/2024 19:58,0:11:24,2,,,,,41.99,-87.65,42.01,-87.67,casual
620808E74BBED3EB,electric_bike,31/7/2024 15:37,31/7/2024 15:52,0:14:53,3,,,,,41.9,-87.62,41.89,-87.61,casual
E099D3896D6735A9,electric_bike,30/7/2024 19:29,30/7/2024 19:48,0:19:07,2,,,,,41.94,-87.64,41.91,-87.67,casual
D962A99A871DB9FE,electric_bike,31/7/2024 17:23,31/7/2024 17:46,0:22:26,3,,,,,41.88,-87.65,41.94,-87.64,casual
F81152CD5AFA0EA5,electric_bike,30/7/2024 21:40,30/7/2024 21:58,0:18:26,2,,,,,41.91,-87.68,41.94,-87.64,casual
25F743C48994DB39,electric_bike,31/7/2024 14:16,31/7/2024 14:22,0:06:22,3,,,,,41.9,-87.62,41.9,-87.62,casual
270A58E990CBB647,electric_bike,31/7/2024 10:29,31/7/2024 10:34,0:04:31,3,,,,,41.97,-87.74,41.97,-87.75,casual
1A1FD866440593A9,electric_bike,30/7/2024 21:09,30/7/2024 21:29,0:19:39,2,,,,,41.92,-87.63,41.94,-87.65,casual
AB528142FF5F6F25,electric_bike,31/7/2024 17:03,31/7/2024 17:10,0:06:43,3,,,,,41.94,-87.65,41.93,-87.66,casual
401307D40E60D6EE,electric_bike,31/7/2024 0:06,31/7/2024 0:16,0:10:02,3,,,,,42.02,-87.68,42.01,-87.66,casual
90DD5BAD90DCED92,electric_bike,31/7/2024 1:05,31/7/2024 1:13,0:07:28,3,,,,,42.01,-87.66,42.02,-87.68,casual
34AF544498446B9A,electric_bike,30/7/2024 20:03,30/7/2024 20:20,0:16:52,2,,,,,41.99,-87.66,41.95,-87.64,casual
536BBFE02D603132,electric_bike,31/7/2024 18:20,31/7/2024 18:32,0:12:02,3,,,,,41.89,-87.62,41.89,-87.62,casual
426616A1AC685FD0,electric_bike,31/7/2024 17:09,31/7/2024 17:16,0:07:02,3,,,,,41.93,-87.64,41.93,-87.66,casual
991CEAE92D9F3160,electric_bike,30/7/2024 19:48,30/7/2024 20:03,0:15:19,2,,,,,41.91,-87.75,41.91,-87.75,casual
8A7E0AA50D8654A6,electric_bike,31/7/2024 18:40,31/7/2024 18:46,0:05:58,3,,,,,41.9,-87.63,41.91,-87.63,casual
1B57287A4BB3C084,electric_bike,31/7/2024 18:59,31/7/2024 19:05,0:05:39,3,,,,,41.85,-87.63,41.86,-87.62,casual
BA18BACEA7C4B2F2,electric_bike,31/7/2024 5:46,31/7/2024 5:54,0:08:02,3,,,,,41.9,-87.75,41.91,-87.74,casual
4AAA08781CEC64D9,electric_bike,31/7/2024 16:35,31/7/2024 16:41,0:06:22,3,,,,,41.92,-87.64,41.93,-87.64,casual
465A0E5C0190FA87,electric_bike,31/7/2024 16:52,31/7/2024 16:57,0:04:58,3,,,,,41.93,-87.64,41.92,-87.64,casual
843E6150CE16FFEC,electric_bike,31/7/2024 16:17,31/7/2024 16:23,0:06:32,3,,,,,41.88,-87.65,41.89,-87.65,casual
F5FD00A00070CF99,electric_bike,31/7/2024 18:11,31/7/2024 18:24,0:12:24,3,,,,,41.92,-87.65,41.92,-87.64,casual
462BF586BC768D1E,electric_bike,31/7/2024 16:11,31/7/2024 16:49,0:37:36,3,,,,,41.9,-87.62,41.86,-87.61,casual
BD5FA66566922D46,electric_bike,31/7/2024 17:51,31/7/2024 18:07,0:16:05,3,,,,,41.9,-87.62,41.92,-87.63,casual
1E26BDB36F15485D,electric_bike,31/7/2024 14:28,31/7/2024 14:35,0:07:02,3,,,,,41.71,-87.61,41.72,-87.62,casual
31EEAA5EC7C7568E,electric_bike,31/7/2024 14:23,31/7/2024 14:27,0:04:28,3,,,,,41.7,-87.61,41.71,-87.61,casual
CCA171E00F21194F,electric_bike,31/7/2024 11:25,31/7/2024 11:46,0:20:23,3,,,,,41.93,-87.67,41.89,-87.65,casual
9EC10480D369C4CA,electric_bike,31/7/2024 7:41,31/7/2024 7:45,0:04:00,3,,,,,41.97,-87.77,41.97,-87.76,casual
0BA9D6B127D6D12A,electric_bike,31/7/2024 14:37,31/7/2024 15:01,0:24:44,3,,,,,41.9,-87.62,41.9,-87.62,casual
718DB93768976402,electric_bike,31/7/2024 17:54,31/7/2024 18:09,0:15:31,3,,,,,41.89,-87.62,41.87,-87.61,casual
209438A82488259C,electric_bike,31/7/2024 8:23,31/7/2024 8:42,0:18:06,3,,,,,41.9,-87.7,41.87,-87.67,casual
3A2E75AF64F7E0EC,electric_bike,31/7/2024 17:53,31/7/2024 17:58,0:04:57,3,,,,,41.97,-87.66,41.98,-87.66,casual
CC845AE453BB2C37,electric_bike,31/7/2024 19:04,31/7/2024 19:24,0:19:36,3,,,,,41.9,-87.62,41.87,-87.62,casual
61864CDBBEE48AA7,electric_bike,31/7/2024 18:41,31/7/2024 18:50,0:08:38,3,,,,,41.94,-87.64,41.91,-87.63,casual
FA53D419A5156BE7,electric_bike,31/7/2024 17:47,31/7/2024 17:53,0:05:57,3,California Ave & Milwaukee Ave,13084,,,41.922695,-87.697153,41.93,-87.69,casual
792C3AE1049DB073,electric_bike,31/7/2024 17:12,31/7/2024 17:13,0:01:06,3,,,,,41.89,-87.63,41.9,-87.63,casual
2000BC3C84CABC2E,electric_bike,31/7/2024 8:47,31/7/2024 8:59,0:12:10,3,,,,,41.89,-87.66,41.88,-87.63,casual
DF0A9A7E516EF14D,electric_bike,31/7/2024 12:40,31/7/2024 12:49,0:08:51,3,,,,,41.78,-87.59,41.79,-87.6,casual
D6D97FA088CC11A2,electric_bike,31/7/2024 18:13,31/7/2024 18:26,0:13:16,3,Wood St & Chicago Ave,637,,,41.895634,-87.672069,41.93,-87.67,casual
72702983666D3027,electric_bike,31/7/2024 18:38,31/7/2024 18:48,0:09:47,3,,,,,41.85,-87.62,41.86,-87.62,casual
BC25E6A192C513F5,electric_bike,31/7/2024 6:07,31/7/2024 6:14,0:06:48,3,,,,,41.87,-87.66,41.86,-87.65,casual
D55D1D020CE03B99,electric_bike,30/7/2024 19:01,30/7/2024 19:13,0:11:57,2,,,,,41.91,-87.63,41.93,-87.65,casual
BA43D63EACAC3972,electric_bike,31/7/2024 6:54,31/7/2024 7:31,0:37:20,3,,,,,41.99,-87.68,41.89,-87.67,member
19964BC8DDC1EB2A,electric_bike,31/7/2024 16:31,31/7/2024 16:48,0:16:58,3,,,,,41.89,-87.67,41.87,-87.64,member
4688907A16201C37,electric_bike,31/7/2024 12:57,31/7/2024 13:05,0:07:26,3,,,,,41.97,-87.68,41.96,-87.68,casual
3983C741CF822C4E,electric_bike,6/7/2024 15:14,6/7/2024 15:48,0:33:21,6,,,,,41.87,-87.61,41.87,-87.61,casual
CFD16AE22C0824BB,electric_bike,6/7/2024 18:36,6/7/2024 19:10,0:33:21,6,,,,,41.89,-87.61,41.86,-87.61,casual
B778BF69498CA176,electric_bike,6/7/2024 13:01,6/7/2024 13:02,0:01:30,6,,,,,41.98,-87.65,41.98,-87.65,casual
5E830EDD32DBC8DE,electric_bike,6/7/2024 16:05,6/7/2024 16:50,0:45:41,6,,,,,41.92,-87.64,41.88,-87.62,casual
1FB79D0A728A47EB,electric_bike,6/7/2024 4:05,6/7/2024 4:10,0:04:55,6,,,,,42,-87.67,42,-87.67,casual
FA6BAA43F0F2683A,electric_bike,5/7/2024 19:34,5/7/2024 19:37,0:03:29,5,,,,,42,-87.67,42,-87.66,casual
B1F79AA40AA4289E,electric_bike,5/7/2024 19:02,5/7/2024 19:08,0:05:29,5,,,,,42,-87.66,42,-87.67,casual
7FFD70F5EB7FE349,electric_bike,6/7/2024 14:25,6/7/2024 14:40,0:14:23,6,,,,,41.91,-87.63,41.9,-87.63,casual
F469A8A6410EE985,electric_bike,6/7/2024 14:55,6/7/2024 15:27,0:32:24,6,,,,,41.9,-87.63,41.87,-87.67,casual
2D56B36B67C64454,electric_bike,6/7/2024 16:36,6/7/2024 16:58,0:22:13,6,,,,,41.9,-87.64,41.9,-87.63,casual
6924082E6F4B6830,electric_bike,6/7/2024 15:44,6/7/2024 16:00,0:16:35,6,,,,,41.94,-87.67,41.93,-87.71,casual
B32D0A46B677BAD0,electric_bike,6/7/2024 14:19,6/7/2024 15:01,0:41:39,6,,,,,41.88,-87.69,41.88,-87.62,casual
647C7BBFB6B615D5,electric_bike,6/7/2024 13:49,6/7/2024 13:58,0:08:37,6,,,,,41.86,-87.61,41.85,-87.61,member
43B850E2C219DF1F,electric_bike,6/7/2024 17:26,6/7/2024 17:32,0:06:03,6,,,,,41.95,-87.73,41.95,-87.75,casual
606993E20CF70A67,electric_bike,6/7/2024 12:36,6/7/2024 13:13,0:37:12,6,,,,,41.9,-87.62,41.89,-87.63,casual
44014210875C8C6F,electric_bike,6/7/2024 1:21,6/7/2024 1:38,0:17:16,6,,,,,41.88,-87.65,41.94,-87.66,casual
2C0895D05B093BAE,electric_bike,5/7/2024 22:08,5/7/2024 22:17,0:08:47,5,,,,,41.88,-87.64,41.88,-87.63,casual
2A3ADCC8204A3796,electric_bike,6/7/2024 15:08,6/7/2024 15:46,0:37:42,6,,,,,41.97,-87.64,41.89,-87.62,casual
937537EFCB7DC5B0,electric_bike,6/7/2024 15:38,6/7/2024 15:59,0:20:46,6,,,,,41.91,-87.63,41.9,-87.62,casual
02B19E9B303E9E78,electric_bike,6/7/2024 11:38,6/7/2024 11:51,0:12:43,6,,,,,41.92,-87.64,41.92,-87.66,casual
CA8C435A8886B354,electric_bike,6/7/2024 10:55,6/7/2024 10:58,0:02:29,6,,,,,41.92,-87.64,41.91,-87.63,casual
201F9AA313AF3337,electric_bike,6/7/2024 10:59,6/7/2024 11:03,0:03:09,6,,,,,41.91,-87.63,41.91,-87.64,casual
C2F4F390F6FB9311,electric_bike,6/7/2024 13:42,6/7/2024 13:56,0:14:24,6,,,,,41.92,-87.7,41.94,-87.7,casual
6161D3C02F2B7ACB,electric_bike,6/7/2024 14:01,6/7/2024 14:06,0:05:33,6,,,,,41.89,-87.61,41.88,-87.62,casual
AD432AF3696AD62B,electric_bike,6/7/2024 12:46,6/7/2024 13:07,0:21:39,6,,,,,41.88,-87.62,41.91,-87.62,casual
F10E111A4B7D432D,electric_bike,6/7/2024 0:57,6/7/2024 1:01,0:03:05,6,,,,,41.98,-87.67,41.97,-87.66,casual
DDB32D56FA6A4370,electric_bike,6/7/2024 15:25,6/7/2024 15:28,0:02:55,6,,,,,41.96,-87.64,41.96,-87.64,casual
220AF1274B48CDFC,electric_bike,6/7/2024 15:17,6/7/2024 15:25,0:08:17,6,,,,,41.91,-87.63,41.9,-87.63,casual
A9F20E05DB9E673F,electric_bike,6/7/2024 14:19,6/7/2024 14:37,0:17:16,6,,,,,41.91,-87.63,41.93,-87.63,casual
211A11AC02EBE4E9,electric_bike,6/7/2024 13:04,6/7/2024 13:33,0:29:21,6,,,,,41.94,-87.65,41.88,-87.62,casual
9EC29E31E2964BC0,electric_bike,5/7/2024 21:53,5/7/2024 21:55,0:01:05,5,,,,,41.89,-87.75,41.9,-87.75,casual
CD92749D014EEF26,electric_bike,5/7/2024 21:55,5/7/2024 22:19,0:23:47,5,,,,,41.9,-87.75,41.93,-87.75,casual
8546788367568649,electric_bike,5/7/2024 21:34,5/7/2024 22:01,0:27:07,5,,,,,41.93,-87.71,41.92,-87.71,casual
2D6C40EA7529DEE3,electric_bike,6/7/2024 10:37,6/7/2024 10:48,0:10:37,6,,,,,42,-87.69,42.02,-87.69,casual
403D9DC6A321CF9B,electric_bike,6/7/2024 11:23,6/7/2024 11:39,0:15:40,6,,,,,42.02,-87.69,42,-87.69,casual
26A04300B7A7AF56,electric_bike,6/7/2024 15:44,6/7/2024 16:38,0:53:25,6,,,,,41.91,-87.63,41.91,-87.64,casual
6B1C1C3E8D11AA4B,electric_bike,6/7/2024 16:58,6/7/2024 17:39,0:40:36,6,,,,,41.91,-87.63,41.9,-87.62,casual
9BF0AC62A21AD4F1,electric_bike,6/7/2024 17:32,6/7/2024 18:04,0:31:58,6,,,,,41.94,-87.65,41.93,-87.65,casual
550278EDA1237132,electric_bike,6/7/2024 16:58,6/7/2024 17:08,0:09:48,6,,,,,42.06,-87.67,42.05,-87.67,casual
69DA77DB3E5701E0,electric_bike,6/7/2024 15:44,6/7/2024 16:11,0:26:49,6,,,,,42.05,-87.67,42.06,-87.67,casual
1D722C16C1DE10D3,electric_bike,6/7/2024 4:38,6/7/2024 4:47,0:09:53,6,,,,,41.95,-87.73,41.95,-87.77,casual
BE8E311872FE2737,electric_bike,6/7/2024 15:54,6/7/2024 16:11,0:17:12,6,,,,,41.95,-87.66,41.91,-87.64,casual
234110A2E7BA6AD3,electric_bike,6/7/2024 15:26,6/7/2024 15:27,0:01:00,6,,,,,41.92,-87.63,41.92,-87.63,casual
050BD65CC620926A,electric_bike,6/7/2024 15:37,6/7/2024 16:34,0:57:23,6,,,,,41.93,-87.63,41.91,-87.63,casual
45620F6EFAA516E5,electric_bike,6/7/2024 15:28,6/7/2024 15:33,0:05:25,6,,,,,41.92,-87.63,41.93,-87.63,casual
EE2CA4233B883195,electric_bike,6/7/2024 12:54,6/7/2024 12:59,0:05:23,6,,,,,41.93,-87.63,41.91,-87.63,casual
16D97F81B6535B89,electric_bike,6/7/2024 15:06,6/7/2024 15:14,0:08:37,6,,,,,41.91,-87.63,41.94,-87.64,casual
4A198DE4864CACA5,electric_bike,6/7/2024 13:21,6/7/2024 13:22,0:01:14,6,,,,,41.9,-87.62,41.9,-87.62,casual
1C63409F0888E862,electric_bike,6/7/2024 15:24,6/7/2024 15:33,0:09:33,6,,,,,41.97,-87.67,41.98,-87.65,casual
51CCD6917BC766F6,electric_bike,6/7/2024 14:28,6/7/2024 14:45,0:17:46,6,,,,,41.91,-87.69,41.91,-87.66,casual
93AACBCB68B81BDD,electric_bike,6/7/2024 12:44,6/7/2024 13:01,0:16:55,6,,,,,41.89,-87.61,41.87,-87.61,casual
5797FE5D07FC4671,electric_bike,5/7/2024 23:46,5/7/2024 23:50,0:04:35,5,,,,,41.93,-87.65,41.92,-87.66,casual
48BEDC1899849B13,electric_bike,6/7/2024 1:34,6/7/2024 1:50,0:16:52,6,,,,,41.91,-87.63,41.95,-87.7,casual
410F08FCFE27368D,electric_bike,6/7/2024 13:44,6/7/2024 14:15,0:31:21,6,,,,,41.9,-87.62,41.88,-87.63,casual
9466B522B77A0D74,electric_bike,6/7/2024 13:19,6/7/2024 13:29,0:09:24,6,,,,,41.76,-87.64,41.75,-87.66,casual
ACDEE3E4D7CB4F7A,electric_bike,6/7/2024 11:56,6/7/2024 12:19,0:22:41,6,,,,,41.91,-87.63,41.94,-87.64,casual
739D3A4BBFA398D1,electric_bike,5/7/2024 19:55,5/7/2024 20:12,0:16:25,5,,,,,41.89,-87.62,41.88,-87.64,casual
E87562D46E2D8C36,electric_bike,6/7/2024 11:52,6/7/2024 12:08,0:15:47,6,,,,,41.89,-87.61,41.92,-87.63,casual
F1C8330B25F64D80,electric_bike,6/7/2024 11:53,6/7/2024 11:58,0:05:16,6,,,,,41.97,-87.67,41.97,-87.69,casual
7DA610F7416E7BDC,electric_bike,6/7/2024 16:15,6/7/2024 16:26,0:11:02,6,,,,,41.93,-87.64,41.95,-87.66,casual
E387EEE947C18F4A,electric_bike,6/7/2024 13:58,6/7/2024 14:25,0:27:10,6,,,,,41.84,-87.61,41.9,-87.62,casual
7AC420578C2A3C89,electric_bike,6/7/2024 15:52,6/7/2024 16:58,1:05:38,6,,,,,41.91,-87.67,41.9,-87.62,casual
CBD401CA2E4F3230,electric_bike,6/7/2024 18:24,6/7/2024 19:10,0:45:09,6,,,,,41.98,-87.65,41.91,-87.63,casual
D000746A4572F3D0,electric_bike,6/7/2024 17:31,6/7/2024 18:24,0:52:40,6,,,,,41.9,-87.62,41.98,-87.65,casual
8994815CD1FC06D2,electric_bike,6/7/2024 10:27,6/7/2024 10:33,0:06:15,6,,,,,41.93,-87.64,41.92,-87.64,casual
64089B456767BD0A,electric_bike,6/7/2024 1:27,6/7/2024 1:50,0:22:32,6,,,,,41.86,-87.67,41.86,-87.65,casual
3BCF0A84D11BA3DD,electric_bike,6/7/2024 11:32,6/7/2024 11:43,0:11:10,6,,,,,41.86,-87.65,41.88,-87.65,casual
F64F9DBE49A38487,electric_bike,6/7/2024 17:49,6/7/2024 18:14,0:25:10,6,,,,,41.91,-87.63,41.93,-87.63,casual
95DD21ED27151C18,electric_bike,6/7/2024 15:20,6/7/2024 15:34,0:13:46,6,,,,,41.9,-87.62,41.93,-87.63,casual
370F2DFA7238BE05,electric_bike,5/7/2024 19:44,5/7/2024 19:46,0:01:04,5,,,,,41.88,-87.62,41.88,-87.62,casual
520BA4423301DD1B,electric_bike,6/7/2024 12:29,6/7/2024 12:56,0:27:13,6,,,,,41.91,-87.68,41.88,-87.62,casual
813EA16D751E86A6,electric_bike,6/7/2024 3:56,6/7/2024 4:01,0:05:11,6,,,,,41.97,-87.67,41.98,-87.66,casual
21FFA6F792338094,electric_bike,6/7/2024 18:44,6/7/2024 19:10,0:25:26,6,,,,,41.89,-87.61,41.86,-87.61,casual
3974BF358675EB8E,electric_bike,6/7/2024 14:06,6/7/2024 14:22,0:16:04,6,,,,,41.91,-87.63,41.89,-87.61,casual
467759479D8FC703,electric_bike,5/7/2024 21:19,5/7/2024 21:35,0:15:23,5,,,,,41.89,-87.61,41.89,-87.62,casual
5B53A92CCD3B0B3D,electric_bike,6/7/2024 18:40,6/7/2024 19:10,0:29:31,6,,,,,41.9,-87.62,41.89,-87.62,casual
E37AD0F18D4440FF,electric_bike,6/7/2024 17:09,6/7/2024 17:22,0:13:15,6,,,,,41.87,-87.63,41.88,-87.62,casual
44C7DE8A85CBCB24,electric_bike,6/7/2024 17:15,6/7/2024 17:25,0:09:29,6,,,,,41.88,-87.63,41.88,-87.66,casual
AA2B743B4D01FC91,electric_bike,6/7/2024 18:49,6/7/2024 18:52,0:02:42,6,,,,,41.87,-87.62,41.86,-87.62,casual
F73772F02CE7DF28,electric_bike,6/7/2024 10:57,6/7/2024 11:08,0:10:30,6,,,California Ave & Milwaukee Ave,13084,41.91,-87.7,41.922695,-87.697153,casual
4BEA2639F2D7D59B,electric_bike,6/7/2024 17:27,6/7/2024 17:40,0:13:13,6,,,,,41.94,-87.65,41.92,-87.65,member
C1733885FA9E2480,electric_bike,6/7/2024 10:24,6/7/2024 10:44,0:20:33,6,,,,,41.88,-87.62,41.87,-87.62,casual
41DBB88BD8FAEBCC,electric_bike,6/7/2024 11:00,6/7/2024 12:10,1:09:28,6,,,,,41.9,-87.62,41.94,-87.64,casual
44DDCD308EFB001B,electric_bike,6/7/2024 12:16,6/7/2024 12:46,0:29:53,6,,,,,41.94,-87.64,41.92,-87.68,casual
564A2DC7223965E6,electric_bike,6/7/2024 14:44,6/7/2024 15:00,0:15:55,6,,,,,41.88,-87.64,41.88,-87.63,casual
216DAC40CD33074C,electric_bike,5/7/2024 21:00,5/7/2024 21:58,0:58:01,5,,,,,41.84,-87.61,41.84,-87.61,casual
CCC00F577D7AFF8F,electric_bike,5/7/2024 22:25,5/7/2024 22:35,0:10:31,5,,,,,41.84,-87.61,41.84,-87.65,casual
2354E0F69F9B48E1,electric_bike,6/7/2024 16:25,6/7/2024 16:57,0:32:17,6,,,,,41.84,-87.61,41.91,-87.63,casual
5FB2386FF7E02D72,electric_bike,6/7/2024 13:11,6/7/2024 13:33,0:22:15,6,,,,,41.96,-87.65,41.91,-87.63,casual
4054748E0297C167,electric_bike,6/7/2024 11:21,6/7/2024 11:44,0:22:32,6,,,,,41.91,-87.63,41.96,-87.65,casual
3068A196AAD71778,electric_bike,6/7/2024 11:55,6/7/2024 12:30,0:35:03,6,,,,,41.89,-87.61,41.95,-87.66,casual
29A458FD00C62B5E,electric_bike,5/7/2024 20:47,5/7/2024 21:15,0:27:17,5,,,,,41.93,-87.64,41.89,-87.63,casual
F0CC2B9548002A5D,electric_bike,16/7/2024 7:52,16/7/2024 7:55,0:03:44,2,,,,,41.92,-87.69,41.93,-87.69,casual
05C3D424E7611BB5,electric_bike,16/7/2024 14:53,16/7/2024 15:24,0:31:05,2,,,,,41.91,-87.62,41.9,-87.63,casual
B81FAD58A3E951AD,electric_bike,16/7/2024 11:22,16/7/2024 11:31,0:08:22,2,,,California Ave & Milwaukee Ave,13084,41.91,-87.7,41.922695,-87.697153,casual
